site_id,run_id,ts_iso,req_id,session_id,provider,phase,caption,top1_id,top1_score,top2_id,top2_score,margin,gt_node_id,hit_top1,hit_top2,hit_hop1,low_conf,low_conf_rule,client_start_ms,server_recv_ms,server_resp_ms
SCENE_A_MS,WARMUP,2026-06-07T06:58:33.792328,2f42092a-dca9-479c-b5b6-b19d24055696,g16_a0.65_t0.4_n0.05_1780815511__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815511424,1780815513792
SCENE_B_STUDIO,WARMUP,2026-06-07T06:59:06.258603,fc06c9d0-0217-4006-8e61-287b6c0b4270,g16_a0.65_t0.4_n0.05_1780815511_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815544587,1780815546258
SCENE_A_MS,WARMUP,2026-06-07T06:59:55.439761,e3334f04-86b9-449a-997b-2847355b2f4a,g17_a0.65_t0.4_n0.15_1780815592__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815592609,1780815595439
SCENE_B_STUDIO,WARMUP,2026-06-07T07:00:27.101591,9534b902-cae3-4347-8102-f2937bb4662e,g17_a0.65_t0.4_n0.15_1780815592_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815625556,1780815627101
SCENE_A_MS,WARMUP,2026-06-07T07:01:13.037270,fb17791d-93c2-4899-bb49-24b3dfacb5d6,g18_a0.65_t0.4_n0.3_1780815670__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815670900,1780815673037
SCENE_B_STUDIO,WARMUP,2026-06-07T07:01:45.137248,f83ef581-f4dd-4695-a578-619ea174e681,g18_a0.65_t0.4_n0.3_1780815670_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815703623,1780815705137
SCENE_A_MS,WARMUP,2026-06-07T07:02:30.935410,15a6ecdc-d364-45d0-b6eb-c00426129a78,g19_a0.8_t0.15_n0.05_1780815748__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815748612,1780815750935
SCENE_B_STUDIO,WARMUP,2026-06-07T07:03:01.808232,5464ee63-85a9-440d-9702-13739217d14d,g19_a0.8_t0.15_n0.05_1780815748_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815780306,1780815781808
SCENE_A_MS,WARMUP,2026-06-07T07:03:47.083842,b28c9f3e-83e7-4de5-81c4-e964125ce4e0,g20_a0.8_t0.15_n0.15_1780815825__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815825270,1780815827083
SCENE_B_STUDIO,WARMUP,2026-06-07T07:04:18.221505,febd8165-f7e1-4021-8dfe-91fe7d24831a,g20_a0.8_t0.15_n0.15_1780815825_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815856683,1780815858221
SCENE_A_MS,WARMUP,2026-06-07T07:05:04.075308,f3001d97-6b76-44b8-ad2a-8a3c2018985f,g21_a0.8_t0.15_n0.3_1780815902__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815902183,1780815904075
SCENE_B_STUDIO,WARMUP,2026-06-07T07:05:36.143725,8c183289-318d-450d-bee1-c52f1d83b11e,g21_a0.8_t0.15_n0.3_1780815902_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815934572,1780815936143
SCENE_A_MS,WARMUP,2026-06-07T07:06:24.270578,c7a8e77e-cc00-4c1d-86ba-b053a6651a8a,g22_a0.8_t0.25_n0.05_1780815982__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780815982431,1780815984270
SCENE_B_STUDIO,WARMUP,2026-06-07T07:06:55.577676,2b486c72-a920-4424-b571-b6e45a81d582,g22_a0.8_t0.25_n0.05_1780815982_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816014019,1780816015577
SCENE_A_MS,WARMUP,2026-06-07T07:07:42.380895,f12ffa82-9a63-427e-a40f-3f603f6b34d3,g23_a0.8_t0.25_n0.15_1780816060__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816060367,1780816062380
SCENE_B_STUDIO,WARMUP,2026-06-07T07:08:14.742780,59274429-eb65-452d-93a6-b7a56c052ea2,g23_a0.8_t0.25_n0.15_1780816060_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816093214,1780816094742
SCENE_A_MS,WARMUP,2026-06-07T07:09:00.802151,82c3e7ac-71fa-4376-82a7-0d28656fd00d,g24_a0.8_t0.25_n0.3_1780816138__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816138652,1780816140802
SCENE_B_STUDIO,WARMUP,2026-06-07T07:09:31.759538,8033bf6d-4e86-4cf0-a4f5-adb685978f17,g24_a0.8_t0.25_n0.3_1780816138_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816170222,1780816171759
SCENE_A_MS,WARMUP,2026-06-07T07:10:18.544743,66777345-3357-498d-90cd-268894409803,g25_a0.8_t0.4_n0.05_1780816215__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816215860,1780816218544
SCENE_B_STUDIO,WARMUP,2026-06-07T07:10:52.038288,ec4ad3e0-1969-420b-a1c5-b4c2548757d9,g25_a0.8_t0.4_n0.05_1780816215_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816250425,1780816252038
SCENE_A_MS,WARMUP,2026-06-07T07:11:41.138333,80bb2084-6095-4c18-80d7-37276aee2196,g26_a0.8_t0.4_n0.15_1780816298__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816298576,1780816301138
SCENE_B_STUDIO,WARMUP,2026-06-07T07:12:13.307100,452df65c-4716-420e-9ece-e1c8ce184a4d,g26_a0.8_t0.4_n0.15_1780816298_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816331759,1780816333307
SCENE_A_MS,WARMUP,2026-06-07T07:13:00.915061,ea02ca3f-8639-44f4-8d05-542c317ba4b0,g27_a0.8_t0.4_n0.3_1780816378__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816378646,1780816380915
SCENE_B_STUDIO,WARMUP,2026-06-07T07:13:32.095445,9e00b3a2-0378-4f1d-810e-dd686a30b190,g27_a0.8_t0.4_n0.3_1780816378_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816410562,1780816412095
SCENE_A_MS,WARMUP,2026-06-07T07:17:20.296661,0b17e0e3-f5fb-4005-8c0b-461e058b515b,baseline_recheck_1780816633__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816633993,1780816640296
SCENE_B_STUDIO,WARMUP,2026-06-07T07:17:53.643245,671791a4-5647-4ffd-bd27-054c4c633216,baseline_recheck_1780816633_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816672057,1780816673643
SCENE_A_MS,WARMUP,2026-06-07T07:18:46.482409,a297cb1b-da84-43b9-8544-8edfface2eb8,struct_only_1780816720__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816720535,1780816726482
SCENE_B_STUDIO,WARMUP,2026-06-07T07:19:19.884182,6c9474f4-17ed-480c-8d20-4cf93fd921cf,struct_only_1780816720_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816758089,1780816759884
SCENE_A_MS,WARMUP,2026-06-07T07:20:08.788375,ac4e9be0-6fb9-4eb2-a8cc-fbf0a1e5ebf6,detail_only_1780816805__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816805277,1780816808788
SCENE_B_STUDIO,WARMUP,2026-06-07T07:20:43.156392,9bb181cd-3214-4954-b857-b890e4ca5c46,detail_only_1780816805_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816841504,1780816843156
SCENE_A_MS,WARMUP,2026-06-07T07:21:35.248245,8270dae5-10a9-4c71-b4c9-faf8436bd42f,sharp_T_1780816889__MS,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816889099,1780816895248
SCENE_B_STUDIO,WARMUP,2026-06-07T07:22:09.352629,4c038b73-7b14-42e3-a578-5ea71e1bcf4b,sharp_T_1780816889_DIO,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780816927715,1780816929352
SCENE_A_MS,WARMUP,2026-06-07T10:02:35.139306,0f9522ae-f3a7-4345-b931-dc280601ea65,ship_1780826548,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780826548581,1780826555139
SCENE_A_MS,SIGLIP,2026-06-07T10:02:42.661232,0a5421a1-0eaa-44a5-84d7-66f84b5cb863,ship_1780826548,ft,siglip,there is a trash can and a trash can sitting in a room,poi02_green_trash_bin,0.6004,poi01_entrance_glass_door,0.5430,0.0573,,,,,true,siglip_default,,1780826555168,1780826562661
SCENE_A_MS,WARMUP,2026-06-07T10:16:12.444175,bfa99b6e-3368-42f2-a513-66c0385ee0f0,e2e__MS_1780827366,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780827366160,1780827372444
SCENE_A_MS,WARMUP,2026-06-07T10:16:34.275078,9ec24ae7-0614-4ad0-a015-552f809324ef,e2e__MS_1780827392,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780827392719,1780827394275
SCENE_A_MS,SIGLIP,2026-06-07T10:16:41.822251,347066c0-6646-4f95-96b3-03c7171c7955,e2e__MS_1780827392,ft,siglip,there is a trash can and a trash can sitting in a room,poi02_green_trash_bin,0.6004,poi01_entrance_glass_door,0.5430,0.0573,,,,,true,siglip_default,,1780827394287,1780827401822
SCENE_A_MS,SIGLIP,2026-06-07T10:16:44.848927,c4301e69-5c12-4e37-9e33-96ccc9379065,e2e__MS_1780827392,ft,siglip,"there is a room with a desk, chair, and a trash can",poi06_small_open_3d_printer,0.6606,poi03_black_drawer_cabinet,0.6559,0.0046,,,,,true,siglip_default,,1780827401835,1780827404848
SCENE_A_MS,SIGLIP,2026-06-07T10:16:47.731683,543436d1-1a9c-4f7b-87d0-35d62c89c3c1,e2e__MS_1780827392,ft,siglip,there is a room with a lot of boxes and a printer,poi06_small_open_3d_printer,0.6719,poi03_black_drawer_cabinet,0.6628,0.0091,,,,,true,siglip_default,,1780827404861,1780827407731
SCENE_A_MS,SIGLIP,2026-06-07T10:16:50.703729,3026630e-f015-4ea0-bed5-debf05bf9c7d,e2e__MS_1780827392,ft,siglip,there is a microwave and a microwave oven in a room,poi04_wall_3d_printers,0.7158,poi05_desk_3d_printer,0.6694,0.0464,,,,,true,siglip_default,,1780827407748,1780827410703
SCENE_A_MS,SIGLIP,2026-06-07T10:16:53.462914,fea1ea1c-97d9-4e2a-8472-bf23d037096f,e2e__MS_1780827392,ft,siglip,there are many machines in this room with many different types of machines,poi08_to_atrium,0.6995,poi04_wall_3d_printers,0.6936,0.0059,,,,,true,siglip_default,,1780827410717,1780827413462
SCENE_A_MS,SIGLIP,2026-06-07T10:16:56.101942,6e7f33bf-9836-4590-bf4e-04af3a7e7575,e2e__MS_1780827392,ft,siglip,there is a table with a bunch of items on it,poi05_desk_3d_printer,0.7187,poi06_small_open_3d_printer,0.6810,0.0378,,,,,true,siglip_default,,1780827413475,1780827416101
SCENE_A_MS,SIGLIP,2026-06-07T10:16:58.763847,8c04ffdd-68c5-4c42-846f-44e7df0033b7,e2e__MS_1780827392,ft,siglip,there is a table with a printer and other items on it,poi05_desk_3d_printer,0.6679,poi06_small_open_3d_printer,0.6620,0.0059,,,,,true,siglip_default,,1780827416111,1780827418763
SCENE_A_MS,SIGLIP,2026-06-07T10:17:01.461343,51b18aaf-bdad-4417-8db3-f2e57908cb7a,e2e__MS_1780827392,ft,siglip,there is a table with a printer and a printer on it,poi08_to_atrium,0.7237,poi06_small_open_3d_printer,0.7187,0.0051,,,,,true,siglip_default,,1780827418774,1780827421461
SCENE_A_MS,SIGLIP,2026-06-07T10:17:04.211181,9159ccab-8bc9-403b-ab10-92cfd1f6c9a3,e2e__MS_1780827392,ft,siglip,there is a room with a lot of boxes and a printer,poi08_to_atrium,0.6648,poi07_cardboard_boxes,0.5921,0.0727,,,,,true,siglip_default,,1780827421472,1780827424211
SCENE_A_MS,SIGLIP,2026-06-07T10:17:06.886105,ec3c45b0-2de5-47d1-9dd3-82dd405c193d,e2e__MS_1780827392,ft,siglip,there is a room with a lot of boxes and a computer,poi08_to_atrium,0.7303,poi07_cardboard_boxes,0.6701,0.0601,,,,,true,siglip_default,,1780827424223,1780827426886
SCENE_A_MS,SIGLIP,2026-06-07T10:17:09.622194,9450fcbb-a2e4-45c5-9a82-fa9041fde845,e2e__MS_1780827392,ft,siglip,there is a room with a lot of tables and chairs,poi08_to_atrium,0.5985,poi06_small_open_3d_printer,0.5503,0.0483,,,,,true,siglip_default,,1780827426898,1780827429622
SCENE_A_MS,SIGLIP,2026-06-07T10:17:12.348424,73535d0b-b9c7-4a21-afaa-991ccebe5fae,e2e__MS_1780827392,ft,siglip,there is a small room with a desk and a glass case,poi10_metal_display_cabinet,0.6910,poi01_entrance_glass_door,0.6584,0.0326,,,,,true,siglip_default,,1780827429639,1780827432348
SCENE_A_MS,SIGLIP,2026-06-07T10:17:15.103445,785896a9-8354-4f27-a710-319feb519fa8,e2e__MS_1780827392,ft,siglip,there is a book shelf with books on it in a room,poi01_entrance_glass_door,0.5716,poi07_cardboard_boxes,0.4683,0.1033,,,,,false,siglip_default,,1780827432363,1780827435103
SCENE_A_MS,SIGLIP,2026-06-07T10:17:17.889666,2b4cc1c0-ec69-42a8-a036-1d1b139a8a30,e2e__MS_1780827392,ft,siglip,there is a room with a lot of desks and chairs,poi06_small_open_3d_printer,0.7219,poi08_to_atrium,0.6822,0.0398,,,,,true,siglip_default,,1780827435115,1780827437889
SCENE_A_MS,SIGLIP,2026-06-07T10:17:20.749272,0c12ab9e-1190-43a6-a30e-d3e6e1a5be33,e2e__MS_1780827392,ft,siglip,there is a room with a lot of boxes and a chair,poi06_small_open_3d_printer,0.7245,poi08_to_atrium,0.6939,0.0305,,,,,true,siglip_default,,1780827437900,1780827440749
SCENE_A_MS,SIGLIP,2026-06-07T10:17:23.624978,83bad2b2-d38c-4e20-b3e1-225b3c477610,e2e__MS_1780827392,ft,siglip,"there is a room with a desk, chair, and a computer on it",poi08_to_atrium,0.7489,poi06_small_open_3d_printer,0.7437,0.0052,,,,,true,siglip_default,,1780827440763,1780827443624
SCENE_A_MS,SIGLIP,2026-06-07T10:17:26.473443,f276e1fb-4a7a-477b-b616-c25e4fd50e3e,e2e__MS_1780827392,ft,siglip,"there is a room with a desk, chair, and bookshelf",poi08_to_atrium,0.6824,poi06_small_open_3d_printer,0.6707,0.0117,,,,,true,siglip_default,,1780827443637,1780827446473
SCENE_A_MS,SIGLIP,2026-06-07T10:17:29.207645,60aac90a-4441-4e2e-94df-4bb5b93d98d1,e2e__MS_1780827392,ft,siglip,there is a chair that is sitting in a room with boxes,poi08_to_atrium,0.5685,poi06_small_open_3d_printer,0.5575,0.0110,,,,,true,siglip_default,,1780827446490,1780827449207
SCENE_A_MS,SIGLIP,2026-06-07T10:17:31.964497,a7c20e11-60ff-4d6d-9aeb-f15cb32f591e,e2e__MS_1780827392,ft,siglip,there is a room with a lot of boxes and a chair,poi08_to_atrium,0.7329,poi06_small_open_3d_printer,0.7277,0.0051,,,,,true,siglip_default,,1780827449221,1780827451964
SCENE_B_STUDIO,WARMUP,2026-06-07T10:17:33.592306,2a65a87e-4894-4eb5-b678-6cdb713d833f,e2e_DIO_1780827451,ft,warmup,First photo - preset output,,,,,,,,,,,,,1780827451981,1780827453592
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:36.314920,89a9adc8-7b1f-4894-b267-d16f5ba44a0f,e2e_DIO_1780827451,ft,siglip,there is a room with a table and chairs and a sign,poi11_di_hub_glass_box,0.7668,poi12_wall_side_workbench,0.6755,0.0914,,,,,true,siglip_default,,1780827453605,1780827456314
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:39.141410,585ae252-f915-4ddc-ad77-43185dcb4277,e2e_DIO_1780827451,ft,siglip,there is a woman sitting in a chair in a room with a laptop,poi18_large_display_screen,0.6217,poi12_wall_side_workbench,0.5975,0.0242,,,,,true,siglip_default,,1780827456325,1780827459141
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:41.884108,557e8b5e-8f85-4c42-8edf-131958b06ac6,e2e_DIO_1780827451,ft,siglip,there is a sign that says global disability innovation in a room,poi11_di_hub_glass_box,0.6740,poi12_wall_side_workbench,0.5679,0.1061,,,,,false,siglip_default,,1780827459154,1780827461884
SCENE_B_STUDIO,SIGLIP,2026-06-07T10:17:44.559673,b188ed40-a672-4cbb-a6b3-6ce5bd786ac7,e2e_DIO_1780827451,ft,siglip,there is a man sitting at a desk with a computer,poi14_main_work_table,0.5199,poi12_wall_side_workbench,0.4555,0.0644,,,,,true,siglip_default,,1780827461895,1780827464559
